zip,lat,lon
68165,49.4883,8.46472
38368,52.30585,11.0158300000001
14542,52.41135,12.85623
06779,51.74771,12.2832100000001
34359,51.5073554039689,9.58910392578127
70794,48.6667,9.21667
18195,54.01351,12.39603
53949,50.3833,6.55
06922,51.67182,12.9666
18059,54.03637,12.12964
23923,53.8174,10.92883
98739,50.5333,11.2167
17179,53.99548,12.76806
28790,53.22396,8.58969000000002
25917,54.775692704,9.07702194452
25788,54.286615332734,9.26941821034433
39638,52.44257,11.33898
70327,48.7586,9.2557
70329,48.7586,9.2557
35519,50.4333,8.73333
37242,51.270548154497,9.97341655548098
56288,50.0167,7.45
55765,49.6167,7.15
55270,49.9372,8.18889
54636,50.0333,6.5
17033,53.5503852720596,13.2232696716309
17192,53.4833531128453,12.7606430053711
82418,47.7,11.2333
26871,53.0535598637496,7.33230333173833
39387,52.0734724443827,11.2502975238037
67752,49.5667,7.61667
92723,49.5333,12.3333
83550,48.0,12.05
18314,54.3159890544904,12.6575507934572
86956,47.8167,10.9
54552,50.1833,6.95
63776,50.0667,9.16667
31592,52.5079,9.03611
01990,51.3831928647458,13.7329566772462
18461,54.16093,12.87976
19303,53.23502,11.13973
84175,48.4833,12.4167
07407,50.7644,11.25
89269,48.2833,10.0833
97708,50.2667,10.0833
16818,52.87915,12.8337
86637,48.5333,10.6333
89449,48.5333,10.6333
07613,50.9667,11.9833
14715,52.49361,12.40374
07955,50.7,11.9
16775,53.01449,13.215283
03253,51.5983205923862,13.4892711639404
17168,53.859009103164,12.5669086456298
29413,52.79984,10.90926
04435,51.3945595453453,12.2241874920654
06679,51.1936533061473,12.1196182434082
63322,49.9936,8.81667
64756,49.6533,8.92889
56244,50.55,7.73333
84427,48.2167,12.1333
15864,52.22904,14.17372
15526,52.22904,14.17372
15848,52.22904,14.17372
53520,50.4,6.86667
19089,53.60078,11.80678
93449,49.3666667,12.65
06556,51.36827,11.22142
18445,54.34933,13.01439
19374,53.43992,11.7546
98693,50.7167,10.8833
15754,52.28128,13.79809
39638,52.5313,11.5339300000001
98631,50.373539798946,10.552614795915
55627,49.8,7.53333
93486,49.2167,12.7667
30827,52.43648,9.60527999999999
30823,52.43648,9.60527999999999
30826,52.43648,9.60527999999999
72359,48.2333,8.8
14798,52.51424,12.53454
04938,51.60244,13.34225
